[2025-03-12 10:56:51] User -> FPS Edit->admin@pds| Requested JSON -> {"name":"ABGH","uniqueid":"FPS_66ab24533b9","active":"1","type":"Normal FPS","latitude":"34.462922","longitude":"76.124506","district":"Kargil","id":"100400100001","demand":"12.33","demand_rice":"11.12","demand_frice":"7.91"}
[2025-03-12 11:45:14] User -> FPS Edit -> admin@pds| ABGH
[2025-03-12 11:45:15] User -> FPS Edit -> admin@pds| ABGH
[2025-03-12 11:45:15] User -> FPS Edit -> admin@pds| ABGH
[2025-03-12 11:45:40] User -> FPS Edit->admin@pds| Requested JSON -> {"name":"ABGH","uniqueid":"FPS_66ab24533b9","active":"1","type":"Model FPS","latitude":"34.462922","longitude":"76.124506","district":"Kargil","id":"100400100001","demand":"12.33","demand_rice":"11.12","demand_frice":"7.91"}
[2025-03-12 11:45:42] User ->All Model FPS InActive -> admin@pds
[2025-03-12 11:45:44] User ->All Model FPS Active -> admin@pds
[2025-03-12 11:45:53] User ->All Normal FPS InActive -> admin@pds
[2025-03-12 11:45:54] User ->All Normal FPS Active -> admin@pds
[2025-03-12 11:50:46] User -> Mill InActive -> admin@pds| Kargil
[2025-03-12 11:50:53] User -> Mill Active -> admin@pds| Atta Store/Suru Valley RF Mill
[2025-03-12 11:50:55] User -> Mill InActive -> admin@pds| Atta Store/Suru Valley RF Mill
[2025-03-12 11:50:56] User -> Mill Active -> admin@pds| Atta Store/Suru Valley RF Mill
[2025-03-12 11:50:57] User -> Mill InActive -> admin@pds| Atta Store/Suru Valley RF Mill
[2025-03-12 11:51:06] User -> Mill InActive -> admin@pds| Kargil
[2025-03-12 11:51:15] User -> Mill Active -> admin@pds| Kargil
[2025-03-12 12:04:20] User -> FPS added ->admin@pds| Requested JSON -> {"name":"test","type":"Model FPS","latitude":"9.89","longitude":"76.7661","district":"Kargil","id":"1223asd","demand":"4567","demand_rice":"0","demand_frice":"1234"}
